averageRating,vote_average,numVotes,vote_count,budget,revenue,runtime,genres,original_language,title,release_year
5.8,6.304,56456,1175,20000000,32054369,105,"Comedy, Romance",en,You Again,2010.0
7.4,7.868,12055,1174,23000000,15100000,113,"Drama, Crime, War",fr,See You Up There,2017.0
5.9,5.948,81998,1174,30000000,22472631,108,"Action, Thriller, Science Fiction",en,Doomsday,2008.0
5.8,5.899,69261,1174,65000000,172842355,104,"Fantasy, Comedy, Family",en,The Santa Clause 2,2002.0
6.2,6.349,80086,1173,13000000,71079915,100,"Action, Comedy, Thriller, Crime, Family",en,Turner & Hooch,1989.0
6.5,6.525,76848,1173,25000000,19844979,121,"Drama, Mystery, Science Fiction, Thriller",en,Blindness,2008.0
7.8,7.36,91344,1171,11500000,23237911,134,"Drama, Romance",en,The Remains of the Day,1993.0
7.6,7.74,319497,1171,291000000,563148955,164,"Action, Thriller",en,Mission: Impossible - Dead Reckoning Part One,2023.0
5.6,5.914,36196,1171,30000000,32540674,95,"Action, Crime, Thriller",en,Sleepless,2017.0
6.7,6.562,92112,1170,50000000,8342132,99,"Mystery, Thriller, Drama",en,Stay,2005.0
4.7,5.297,55146,1170,11000000,34900000,89,"Horror, Thriller",en,Freddy's Dead: The Final Nightmare,1991.0
7.2,7.0,90023,1169,15000000,8620929,120,"Crime, Horror, Thriller",en,Manhunter,1986.0
6.7,6.83,23951,1169,25000000,26611650,90,"Adventure, Animation, Comedy, Family, Fantasy",fr,A Monster in Paris,2011.0
5.9,6.2,84120,1169,75000000,59418613,123,"Comedy, Drama, Music, Romance",en,Rock of Ages,2012.0
3.5,4.275,54368,1169,20000000,80547866,82,"Horror, Comedy",en,Vampires Suck,2010.0
5.6,6.08,48313,1169,22000000,41087017,91,Comedy,en,Fist Fight,2017.0
5.7,6.118,4734,1168,20000000,52186426,94,"Comedy, Drama, Family",it,Tolo Tolo,2020.0
7.7,7.7,79583,1167,1255000,43059790,119,"Action, Thriller, Crime",ko,The Man from Nowhere,2010.0
5.6,5.871,72891,1166,45000000,170362582,110,"Action, Thriller",en,The Specialist,1994.0
5.6,5.516,82584,1164,35000000,24159934,98,"Comedy, Romance",en,Wanderlust,2012.0
5.7,5.582,54046,1163,55000000,9489829,92,"Action, Crime, Thriller",en,Bullet to the Head,2013.0
7.0,7.023,81891,1163,16000000,18564088,101,"Thriller, Science Fiction, Mystery",en,The Thirteenth Floor,1999.0
6.0,5.97,84606,1162,46000000,107626125,99,"Action, Adventure, Crime, Thriller",en,Shaft,2000.0
7.1,6.994,43559,1162,80000000,60655420,74,"Animation, Family, Music",en,Fantasia 2000,1999.0
7.7,7.5,106747,1161,17000000,72661442,170,"Romance, Drama, Comedy",en,My Fair Lady,1964.0
5.5,6.85,62219,1161,16000000,185582093,107,"Horror, Mystery, Thriller",en,Insidious: The Red Door,2023.0
6.9,6.7,66325,1161,1200000,10000000,89,"Adventure, Science Fiction, Western",en,Westworld,1973.0
5.6,5.625,66972,1160,30000000,62616646,91,"Crime, Thriller, Drama",en,Runner Runner,2013.0
6.0,6.103,65380,1160,2600000,32980880,91,Horror,en,Friday the 13th: The Final Chapter,1984.0
6.2,6.215,68048,1159,32000000,80205382,107,"Action, Crime, Drama, Thriller",en,Takers,2010.0
6.5,6.298,47403,1159,22000000,13025860,122,"Drama, Crime, Thriller",en,"Roman J. Israel, Esq.",2017.0
6.2,6.066,105404,1158,80000000,31245810,134,"Mystery, History, Thriller",en,Amsterdam,2022.0
6.7,6.602,72487,1156,17500000,85313124,117,"Comedy, Drama, Science Fiction",en,Cocoon,1985.0
6.2,6.424,81055,1155,50000000,7033683,115,"Science Fiction, Action",en,Outlander,2008.0
6.1,5.862,89895,1152,70000000,57958696,107,"Mystery, Action, Thriller, Science Fiction, Adventure",en,Sky Captain and the World of Tomorrow,2004.0
6.8,6.616,50527,1151,37931000,47431461,77,"Animation, Adventure, Family, Fantasy",en,The Rescuers Down Under,1990.0
6.8,6.586,106957,1151,6200000,63541777,98,"Romance, Comedy, Drama",en,Risky Business,1983.0
6.0,5.749,82451,1151,12000000,40855419,89,"Horror, Science Fiction, Thriller",en,Quarantine,2008.0
6.5,6.969,66668,1151,3800000,20109115,89,Comedy,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0
6.5,6.52,102424,1150,70000000,177841558,105,"Thriller, Crime, Mystery, Drama",en,Double Jeopardy,1999.0
4.7,5.984,22277,1150,10000000,20311536,86,"Horror, Mystery, Thriller",en,Brahms: The Boy II,2020.0
4.3,5.2,27474,1149,7400000,26667197,96,"Horror, Thriller",en,The Bye Bye Man,2017.0
6.9,7.729,33751,1148,20000000,60000000,127,"Drama, Music, History",en,Selena,1997.0
7.8,7.583,126476,1148,30000000,3669465,117,"Adventure, Fantasy, Drama",en,The Fall,2006.0
3.7,4.451,52254,1148,20500000,87987055,99,"Thriller, Horror",en,Jaws 3-D,1983.0
5.3,5.769,33499,1147,6500000,2200000,91,"Horror, Thriller",en,Cult of Chucky,2017.0
6.3,6.539,82920,1146,28000000,92601050,104,"Comedy, Romance, Drama",en,No Reservations,2007.0
6.5,6.315,80233,1146,14000000,22852638,98,"Thriller, Mystery, Adventure",en,A Perfect Getaway,2009.0
5.8,6.285,66631,1145,45000000,58620973,113,"Comedy, Family, Drama",en,Jack,1996.0
6.7,6.617,73272,1145,20000000,9496130,86,"Comedy, Music",en,Popstar: Never Stop Never Stopping,2016.0
7.9,8.114,37146,1145,35000000,4496583,190,"Crime, Action, Drama, Thriller",en,Bound by Honor,1993.0
7.2,7.027,89621,1144,40000000,45916769,135,"Drama, Crime, Thriller",en,The Rainmaker,1997.0
5.2,5.548,8275,1144,4289601,33026616,98,Comedy,fr,The Brice Man,2005.0
7.0,6.8,80413,1143,22500000,15520023,112,"War, Drama",en,The Water Diviner,2014.0
6.6,6.629,45220,1143,15300000,10366360,94,"Drama, Action, Comedy",fr,Wasabi,2001.0
7.2,7.0,84371,1143,27000000,96900000,109,"Science Fiction, Action, Adventure, Thriller",en,Star Trek VI: The Undiscovered Country,1991.0
6.2,6.329,80434,1143,20000000,7563728,107,"Action, Crime, Thriller, Drama",en,Hackers,1995.0
5.1,5.719,51872,1142,20500000,6063556,109,Drama,en,Cosmopolis,2012.0
6.1,6.257,76663,1142,115000000,77628265,134,"War, Drama, Action, History",en,Windtalkers,2002.0
6.1,7.425,9408,1142,26000000,144327371,86,"Animation, Family, Adventure, Comedy",en,PAW Patrol: The Movie,2021.0
6.2,6.18,70164,1141,14000000,13551174,119,Thriller,en,Red Lights,2012.0
7.6,7.452,73387,1141,5700000,19300483,110,"Action, Thriller, Drama",es,Cell 211,2009.0
7.9,7.768,82865,1140,2500000,3210139,128,"Drama, Fantasy, Romance",de,Wings of Desire,1987.0
4.9,5.328,56645,1140,20000000,100525432,97,Comedy,en,Tammy,2014.0
5.3,5.418,50131,1140,3000000,11947954,87,"Comedy, Romance",en,Bachelorette,2012.0
4.5,5.529,30996,1138,32000000,83615414,107,"Crime, Comedy, Action",en,"Big Mommas: Like Father, Like Son",2011.0
6.5,6.504,64110,1138,38000000,122417389,98,"Comedy, Family",en,MouseHunt,1997.0
5.5,5.982,66829,1136,55000000,43042835,91,"Comedy, Fantasy, Romance",en,When in Rome,2010.0
6.3,5.796,89708,1135,12000000,22939027,94,"Comedy, Drama",en,Young Adult,2011.0
6.8,6.714,77705,1134,55000000,74237563,114,"Drama, History, Romance",en,Elizabeth: The Golden Age,2007.0
6.7,6.444,40373,1134,4645437,9757417,95,Drama,fr,Young & Beautiful,2013.0
6.7,7.001,38368,1134,25000000,11790979,118,Drama,en,This Must Be the Place,2011.0
7.1,6.9,119565,1133,60000000,80154140,127,"Drama, Thriller",en,Runaway Jury,2003.0
7.1,7.016,74075,1133,2600000,553198,92,"Science Fiction, Thriller",es,Timecrimes,2007.0
6.3,6.436,44498,1133,25000000,21288692,80,"Animation, Adventure, Family, Fantasy",en,The Black Cauldron,1985.0
4.9,5.112,66943,1132,22000000,84772742,84,Comedy,en,The Animal,2001.0
6.0,5.9,95299,1132,60000000,79498846,101,"Action, Crime, Drama, Thriller",en,Righteous Kill,2008.0
6.6,7.593,24481,1128,3500000,16367326,104,"Romance, Drama, Music",en,Forever My Girl,2018.0
7.7,7.5,134025,1128,2380000,8176544,101,"Drama, Crime",en,This Is England,2006.0
6.8,6.824,68936,1128,27000000,25893810,120,"Action, Comedy, Science Fiction",en,Innerspace,1987.0
5.6,5.578,32608,1127,17500000,65125001,91,"Action, Comedy",fr,Taxi 4,2007.0
3.9,4.624,53396,1127,13000000,37664855,94,"Horror, Thriller",en,Halloween: Resurrection,2002.0
7.1,7.145,68933,1126,37500000,125000000,126,"Comedy, Drama",en,The Upside,2019.0
6.1,5.915,45445,1126,6000000,1305195,106,"Drama, Mystery, Thriller",en,Personal Shopper,2016.0
5.8,6.118,36724,1125,12000000,27020284,97,"Comedy, Drama, Romance",en,Home Again,2017.0
5.9,5.553,37225,1125,90000000,69131860,92,"Adventure, Comedy, Drama, Family, Fantasy",en,Babe: Pig in the City,1998.0
7.0,6.676,104784,1125,48000000,77745966,123,"Romance, Comedy, Crime",en,Out of Sight,1998.0
7.6,7.523,74938,1124,2239000,10000000,113,"Comedy, Romance",en,Sabrina,1954.0
7.0,6.762,133397,1123,6000000,2122561,94,"Romance, Comedy",en,Mallrats,1995.0
5.8,6.373,32015,1123,16000000,72282227,100,"Romance, Comedy",en,Second Act,2018.0
7.0,7.14,89992,1123,72000000,27642707,131,"Action, Drama, Thriller",en,The Last Castle,2001.0
3.8,4.522,57804,1122,17000000,19300000,90,"Action, Adventure, Science Fiction",en,Superman IV: The Quest for Peace,1987.0
5.4,5.727,39998,1121,63000000,183953723,95,"Animation, Comedy, Family",en,Hop,2011.0
6.1,5.862,109808,1121,45000000,24000000,120,"Comedy, Drama",en,The Rum Diary,2011.0
6.0,6.175,57059,1120,3000000,18999718,95,"Adventure, Science Fiction, Mystery",en,Beneath the Planet of the Apes,1970.0
5.9,5.929,71100,1119,50000000,22944502,127,"Action, Crime",en,Domino,2005.0
5.2,5.369,77169,1119,80000000,136159423,130,"Science Fiction, Adventure",en,Lost in Space,1998.0
4.2,4.7,57619,1119,22000000,10696210,104,"Action, Adventure, Crime, Science Fiction, Thriller",en,RoboCop 3,1993.0
7.2,6.94,115225,1118,10000000,7177143,120,"Adventure, Drama, War",en,Rescue Dawn,2006.0
7.0,7.047,55292,1118,18000000,47088990,112,"Family, Drama",en,Soul Surfer,2011.0
